P_mel_1	P_mel_2	P_mel_3	F1_mel_1	F1_mel_2	F1_mel_3	P_sim_1	P_sim_2	P_sim_3	F1_sim_1	F1_sim_2	F1_sim_3	F1_1	F1_2	F1_3
CG30116	640.623678153337	872.005316525257	724.712435764149	914.477420741615	749.534759570617	739.912094983738	315.499591454058	511.092844019225	452.644334305942	610.257961913295	626.870193568706	432.010395297841	746.781437688241	673.520679816436	568.15549408844
CG3530	398.401407068272	419.978058265227	414.88891503796	511.3544411008	518.564803838121	470.706605087694	357.954681596953	401.957229206097	397.478306062405	450.579065143236	386.695830249612	427.156345912472	470.880762051099	443.144325282274	435.116328806023
CG7985	74.4743102142142	90.8060666519411	64.471946509496	105.094317649551	81.9570810663697	61.2563390182615	45.7849011344939	29.2053053725271	50.2152308370654	72.7250420932942	86.1002434540151	63.102642009797	87.0859674497123	82.1724576682362	60.258916039683
Rich	710.036627479207	669.694741558065	572.487006505617	533.31444777384	558.798279997975	469.094596166161	514.455798202132	599.477320804505	590.559404914783	496.42746124553	457.690767834501	333.311391128671	504.019670018689	497.43684195593	388.943912619772
CG12182	41.213938662235	53.4153333246712	37.0116729961921	26.665722388692	37.2532186665317	33.8521873521972	33.2981099159956	33.8166693787156	30.4120412111805	55.3342711579413	45.3159176073764	27.5062798504243	40.074958472434	40.352546176366	29.7381663572462
CG4455	134.487589318872	145.556783309729	152.822391726213	141.171471469546	131.131329706191	157.976874310253	174.815077058977	151.406451536522	205.10446398238	105.925604788059	122.352977539916	93.8449547838007	120.995547695618	123.992369160106	122.082998729747
CG3793	76.6434648806476	87.4676083191491	98.4988071672855	72.1543076399902	73.0163085864021	127.348704801123	253.065635361567	163.703422219692	215.713315567675	286.157230845353	237.15330214527	297.715028969299	174.942607177741	151.138627496934	205.819414525151
CenG1A	256.683302194622	343.861208277571	276.39362253608	489.394434427759	436.607722771751	435.242408813964	278.871670546463	349.695103802628	307.65669597357	308.29093930853	271.895505644258	270.208749118874	390.730845106231	347.031897116748	341.988913108331
CG9254	2.89220622191123	4.67384166590873	2.98481233840259	0	7.45064373330633	0	21.6437714453971	0	0	1.58097917594118	0	0	0.770672278316038	3.66841328876054	0
EndoGI	545.903924385745	496.094908252884	564.72649442577	588.214464456442	578.169953704572	712.507943317674	903.211231471381	982.989093985848	815.467058523048	850.566796656354	827.770761628075	965.955827688431	703.623790102543	686.726967655974	813.104074873126
ZnT35C	0	2.00307499967517	0	0	0	0	1.66490549579978	0	0	0	0	3.23603292357933	0	0	1.56516665038138
CG18480	0	0	0	0	0	0	0.83245274789989	0	0	0	0	0	0	0	0
CG4891	0	0	0.596962467680518	0	0	0	0	0	0	0	0	0	0	0	0
CG5888	14.4610311095561	21.3661333298685	10.7453244182493	15.6857190521718	19.3716737065965	17.7320981368652	38.2928264033949	32.2795480433195	24.7539870323562	31.6195835188236	51.3580399550265	55.0125597008487	23.1201683494812	34.4830849143491	35.216249633581
c(2)M	0.723051555477807	0	1.19392493536104	0	0	4.8360267645996	0.83245274789989	0.768560667698083	1.41451354470607	0	0	0	0	0	2.34774997557207
CG18507	668.099637261494	708.420858218452	737.845610053121	1240.74037702679	1177.2017098624	1228.3507982083	1044.72819861436	1095.19895146977	962.576467172479	1612.59875946	1723.51539966721	1918.96752368254	1395.68749603035	1416.74121211932	1524.47231747146
mTTF	108.457733321671	132.87064164512	119.392493536104	109.800033365202	99.8386260263049	112.840624507324	129.862628672383	129.886752840976	123.062678389428	121.735396547471	137.458283409042	87.372888936642	113.288824912458	115.921859924833	97.0403323236454
CG15286	0.723051555477807	0.66769166655839	2.38784987072207	0	0	0	4.16226373949945	0	0.707256772353034	0	0	0	0	0	0
CG7968	0	0.66769166655839	1.79088740304155	0	0	0	4.16226373949945	0	0	1.58097917594118	0	0	0.770672278316038	0	0
CG7953	2.89220622191123	0	0.596962467680518	0	0	0	87.4075385294884	0	0	0	0	0	0	0	0
CG7916	0	0.66769166655839	0.596962467680518	0	0	0	99.0618770000869	0	0.707256772353034	0	0	0	0	0	0
Sec71	1467.79465761995	1328.03872478464	1129.45298885154	1069.76603935812	977.524457809791	818.900532138865	1132.96818989175	1556.33535208862	1246.18643288605	1019.73156848206	1042.26610496966	922.26938322011	1022.68211332538	987.536857334339	843.624824555562
Eato	2237.84456420381	1968.35503301413	1706.7156950986	1998.36060724668	2042.9665116726	1913.45458985991	1084.68593051356	1471.79367864183	1268.11139282899	1234.74473641006	1289.99312122331	1221.6024286512	1583.73153193946	1632.44391349844	1519.77681752032
CG9008	13.0149279986005	12.6861416646094	13.7301367566519	29.8028661991264	19.3716737065965	17.7320981368652	0.83245274789989	6.14848534158466	5.65805417882427	12.6478334075294	15.1053058691255	8.09008230894833	20.808151514533	16.8747011282985	12.521333203051
TM9SF4	3187.93430810165	2961.21254118646	2485.154752954	2346.5835702049	2369.30470719141	2185.88409759902	3443.02456531395	3094.22524815248	3335.42293841691	2365.144847208	2407.7857555386	2276.54916173806	2305.85145672159	2336.04558228271	2162.27772750187
NimB4	7.95356711025588	3.33845833279195	2.38784987072207	7.84285952608589	1.49012874666127	14.5080802937988	2.49735824369967	2.30568200309425	7.07256772353034	17.390770935353	18.1263670429505	32.3603292357933	12.3307564530566	9.53787455077742	22.69491643053
NimB2	23.1376497752898	22.0338249964269	21.4906488364987	42.3514414408638	61.0952786131119	69.3163836259275	6.65962198319912	14.6026526862636	23.3394734876501	25.2956668150589	28.7000811513384	37.2143786211623	33.1389079675896	44.0209594651265	51.6504994625855
ics	741.127844364752	879.3499248574	623.825778726142	751.345942599028	825.531325650342	986.549459978317	855.761424841087	853.87090181257	879.827424807174	686.144962358472	620.828071221056	834.896494283468	703.623790102543	708.003764730785	882.753990815097
gammaSnap1	127.257073764094	132.87064164512	137.301367566519	112.937177175637	114.739913492918	124.124686958056	231.421863916169	167.546225558182	178.935963405318	181.812605233236	132.926691648304	147.23949802286	144.115716045099	121.057638529098	131.473998632036
x16	8.67661866573369	20.0307499967517	25.0724236425818	26.665722388692	16.3914162132739	16.120089215332	31.6332044201958	23.8253806986406	26.1685005770623	23.7146876391177	18.1263670429505	32.3603292357933	24.6615129061132	16.8747011282985	23.4774997557207
sut4	0	0.66769166655839	0.596962467680518	0	0	0	5.82716923529923	0	0	0	0	0	0	0	0
sut3	2.16915466643342	0	0	0	0	0	0.83245274789989	0	0	0	0	0	0	0	0
sut2	23.8607013307676	18.6953666636349	19.6997614334571	15.6857190521718	4.4703862399838	4.8360267645996	94.0671605126876	85.3102341144872	89.8216100888353	83.7918963248825	81.5686516932774	48.54049385369	48.5523535339104	41.8199114918702	25.8252497312927
sut1	413.585489733306	403.953458267826	403.54662815203	310.577237233001	317.39742303885	280.489552346777	482.822593781936	474.970492637415	537.515146988306	460.064940198883	376.122116141224	336.547424052251	376.858744096543	338.961387881474	298.946830222843
robl62A	2.16915466643342	0.66769166655839	1.79088740304155	0	0	0	4.16226373949945	0	0	0	0	0	0	0	0
robl37BC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
robl22E	0.723051555477807	0	0	0	0	0	0.83245274789989	0	0	0	0	0	0	0	0
qtc	881.399846127447	886.694533189542	906.189025939027	596.057323982527	451.509010238364	446.526471264696	1356.06552632892	1078.29061678041	1304.18148821899	564.409565811001	471.285543116714	438.482461145	567.98546911892	451.214834517547	428.855662204497
prc	21.6915466643342	15.356908330843	17.9088740304156	36.0771538199951	38.7433474131929	27.4041516660644	17.4815077058977	43.8079580587907	53.7515146988306	140.707146658765	145.010936343604	127.823300481384	86.3152951713963	89.5092842457573	75.1279992183061
hfp	1288.47787186145	1513.65700808787	1493.60009413666	1480.73187852502	1458.83604298138	1494.33227026127	836.615011639389	1096.73607280516	1121.00198417956	1299.56488262365	1327.75638589613	1360.75184436511	1361.00724350612	1363.18237810342	1383.60731893714
phtf	236.437858641243	259.064366624655	193.415839528488	260.382936266052	201.167380799271	222.457231171581	198.123754000174	228.262518306331	219.249599429441	265.604501558118	244.705955079832	168.273712026125	257.404540957557	217.903749352376	189.385164696147
lqf	869.107969684324	959.472924844407	770.081583307869	977.220296950302	938.781110396598	925.293120960056	716.741815941805	908.438709219134	722.816421344801	798.394483850295	746.202109934797	690.893029184188	869.318329940491	824.659307313371	783.365908515879
qsm	92.5505991011593	111.504508315251	81.783858072231	147.445759090415	162.424033386078	167.648927839453	234.751674907769	172.926150232069	287.146249575332	260.861564030295	191.837384537893	288.006930198561	199.604120083854	173.149107229498	220.688497703774
beat-Ic	401.293613290183	331.84275827952	258.484748505664	236.854357687794	230.969955732496	256.309418523779	160.663380344679	106.061372142335	150.645692511196	180.231626057294	190.326853950981	181.217843720443	204.22815375375	206.164826828343	212.080081126677
beat-Ib	5.06136088834465	2.00307499967517	1.19392493536104	0	0	0	0	0	0	0	0	0	0	0	0
aralar1	566.872419494601	532.817949913595	625.019703661503	447.042992986896	377.0025729053	298.221650483642	674.286725798911	511.861404686923	547.416741801248	339.910522827353	367.058932619748	343.019489899409	385.336139158019	363.906598245046	310.685580100703
CG11902	96.1658568785484	96.1475999844082	66.2628339125375	111.36860527042	138.581973439498	95.1085263704587	109.051309974886	166.777664890484	138.622327381195	107.506583964	161.626772799642	118.115201710646	107.123446685929	146.736531550422	103.300998925171
mRpL50	82.42787732447	96.8152916509666	99.095769634966	103.525745744334	73.0163085864021	87.0484817627927	104.889046235386	51.4935647357715	89.1143533164823	93.2777713805296	87.6107740409276	110.025119401697	96.3340347895048	78.5040443794757	95.475165673264
Adat1	31.8142684410235	36.7230416607115	47.7569974144415	34.5085819147779	34.2729611732091	20.9561159799316	17.4815077058977	9.99128868007507	14.8523922194137	20.5527292872353	7.55265293456273	27.5062798504243	26.9735297410613	20.5431144170591	23.4774997557207
VhaPPA1-1	882.845949238403	920.079116517462	940.812849064497	901.928845499877	1023.71844895629	986.549459978317	1117.15158768165	995.286064669017	1129.4890654478	891.672255230825	803.602272237474	867.256823519261	877.795725001968	894.359159799821	898.405657318911
VhaM9.7-b	672.437946594361	750.48543321163	851.268478912419	845.460256912059	809.139909437068	894.664951450925	860.756141328486	612.542852155372	775.153422498925	686.144962358472	709.949375848896	689.275012722398	749.864126801505	743.220532302886	767.714242012066
VhaM9.7-c	154.009981316773	156.239849974663	155.210241596935	105.094317649551	177.325320852691	188.605043819384	330.483740916256	278.218961706706	347.26307522534	170.745751001647	170.689956321118	181.217843720443	134.867648705307	170.214376598489	179.211581468668
Vha16-3	0	0	0	0	0	0	0	0	0.707256772353034	0	0	0	0	0	0
Vha16-2	0	0	0	0	0	0	0	0	0.707256772353034	0	0	0	0	0	0
Vha100-3	0	0	0	0	2.98025749332253	0	0	0	0	0	0	0	0	1.46736531550422	0
Vha100-2	266.082972415833	276.424349955174	265.05133565015	516.060156816451	628.834331091055	499.722765675292	370.441472815451	516.472768693112	408.087157647701	350.977377058942	359.506279685186	367.289736826254	424.640425352137	484.230554116392	420.2472456274
Vha100-1	4080.17992756127	4261.20821597565	3814.59016847851	4680.61856516806	5143.92443347469	5314.79341429496	2539.81333384256	2927.447583262	2761.8376960386	4037.82081535377	4323.1385397437	4187.42660311166	4267.98307731422	4632.47230104682	4605.5028687472
Sur	81.7048257689922	148.895241642521	104.468431844091	134.897183848677	160.933904639417	164.424909996386	114.046026462285	256.69926301116	159.840030551786	224.499042983647	193.347915124806	223.286271726974	175.713279456057	173.149107229498	187.819998045765
spt4	186.547301313274	164.252149973364	188.640139787044	122.34860860694	74.5064373330633	96.7205352919919	204.783375983373	93.7644014591661	180.350476950024	170.745751001647	193.347915124806	165.037679102546	143.345043766783	130.595513079875	126.778498680892
Rpt5	313.804375077368	336.516599945429	319.971882676758	225.874354351274	225.009440745851	232.129284700781	402.907129983547	285.136007715989	366.359008078872	229.241980511471	212.984812754669	242.70246926845	222.724288433335	214.235336063616	230.079497606062
Rpt1	853.200835463813	839.956116530455	765.305883566424	840.754541196407	858.31415807689	917.23307635239	1132.96818989175	901.521663209851	998.646562562484	844.24287995259	820.218108693512	846.222609515996	824.619337798161	820.99089402461	854.580991108232
Rpn7	1177.85098387335	1054.2851414957	1071.54762948653	770.168805461634	800.1991369571	806.004460766599	1129.63837890015	867.704993831135	959.040183310714	621.324816144883	569.47003126603	553.361629932066	681.274294031378	670.585949185428	658.93515981056
Rpn6	1077.34681766193	1042.93438316421	979.615409463731	751.345942599028	798.709008210439	865.648790863328	1083.85347776566	1062.15084275875	933.578939506005	545.437815699707	584.575337135155	606.756173171125	635.033957332416	677.189093105197	713.715992573908
Rpn5	2088.89594377539	2002.40730800861	1688.80682106819	1334.85469133982	1293.43175210198	1395.99972604775	1657.41342106868	1573.24368677798	1699.53802396434	1195.22025701153	1161.59802133575	1105.10524340234	1238.47035125387	1201.0385107402	1212.22157072038
Rpn9	656.530812373849	628.297858231445	561.144719619687	478.414431091239	406.805147838526	522.290890576756	775.013508294798	597.940199469108	702.305974946563	412.635564920648	441.074931378463	406.122131909206	436.200509526878	414.530701629942	449.985411984646
Rpn2	1101.93057054818	1116.38046648563	962.303497900995	980.357440760736	1077.3630838361	1039.74575438891	1579.99531551399	1653.94255688627	1560.20843981079	1113.00933986259	1060.39247201261	1135.84755617635	1024.22345788202	1045.49778729676	1054.13973903186
Rpn12	926.229042567071	829.940741532079	805.302368901019	793.697384039892	609.462657384458	648.027586456346	982.29424252187	706.307253614538	898.923357660706	762.031962803648	679.738764110645	713.545259649243	761.424210976246	630.233403009062	659.717743135751
Rpn11	313.081323521891	284.436649953874	282.363247212885	283.911514844309	302.496135572237	254.697409602245	583.549376277823	479.581856643604	519.83372767948	233.984918039295	234.132240971445	223.286271726974	253.551179565977	262.658391475255	231.644664256444
Rpn1	1635.5426184908	1655.20764139825	1330.03237799219	1485.43759424067	1366.44806068838	1400.83575281235	1552.52437483329	1564.0209587656	1492.3117896649	1252.13550734541	1164.61908250957	1063.03681539581	1340.19909199159	1238.45632628556	1194.22215424099
RpL15	9075.74312435744	9836.4336317382	11254.5334031808	9820.82869856475	9720.10981447144	12204.5195449278	9697.24206028582	7339.75437651669	8907.89904778646	20777.228330219	20874.0221805445	24889.9472317104	14953.3542161661	14924.5726239934	17963.4176464271
